,enero1n,enero2n,enero3n,enero4n,enero5n,enero6n,enero7n,enero8n,enero9n,enero10n,enero11n,enero12n,enero13n,enero14n,enero15n,enero16n,enero17n,enero18n,enero19,enero20n,enero21n,enero22n,enero23n,enero24n,enero25n,enero26n,enero27n,enero28n,enero29n,enero30n,mayo31n
0,7940,6568,1996,1168,7891,5683,4913,5251,5766,5559,7682,2535,9619,9555,8116,6569,6037,7232,5529,3268,2444,7073,7907,1122,2556,6849,0448,1608,7504,9012,4992
