,enero2t,enero4t,enero5t,enero6t,enero7t,enero8t,enero9t,enero12t,enero13t,enero14t,enero15t,enero16t,enero18t,enero19t,enero20t,enero21t,enero22t,enero23t,enero25t,enero26t,enero27t,enero28t,enero29t,enero30t
"{'enero1n': '7940', 'enero2n': '6568', 'enero3n': '1996', 'enero4n': '1168', 'enero5n': '7891', 'enero6n': '5683', 'enero7n': '4913', 'enero8n': '5251', 'enero9n': '5766', 'enero10n': '5559', 'enero11n': '7682', 'enero12n': '2535', 'enero13n': '9619', 'enero14n': '9555', 'enero15n': '8116', 'enero16n': '6569', 'enero17n': '6037', 'enero18n': '7232', 'enero19': '5529', 'enero20n': '3268', 'enero21n': '2444', 'enero22n': '7073', 'enero23n': '7907', 'enero24n': '1122', 'enero25n': '2556', 'enero26n': '6849', 'enero27n': '0448', 'enero28n': '1608', 'enero29n': '7504', 'enero30n': '9012', 'mayo31n': '4992'}",2905,6428,8006,1374,1921,4051,0568,9529,3604,9793,0489,4620,4686,3712,4310,0178,2883,6058,1631,6925,9397,1279,2436,4744
