,enero2t,enero4t,enero5t,enero6t,enero7t,enero8t,enero9t,enero12t,enero13t,enero14t,enero15t,enero16t,enero18t,enero19t,enero20t,enero21t,enero22t,enero23t,enero25t,enero26t,enero27t,enero28t,enero29t,enero30t
0,2905,6428,8006,1374,1921,4051,0568,9529,3604,9793,0489,4620,4686,3712,4310,0178,2883,6058,1631,6925,9397,1279,2436,4744
